Distance,fA,fB,fAB
79831,1.0,0.120864,0.120864
95582,1.0,1.0,1.0
189743,1.0,1.0,1.0
845191,1.0,0.183272,0.183272
154913,1.0,1.0,1.0
295294,1.0,0.850193,0.850193
621,1.0,1.0,1.0
233227,1.0,1.0,1.0
278016,0.865008,0.922348,0.850725
99494,0.865008,1.0,0.865008
400935,0.865008,1.0,0.865008
223669,0.865008,0.120864,0.0342712
399082,0.865008,1.0,0.865008
113757,0.865008,1.0,0.865008
541691,0.865008,0.183272,0.156148
148587,0.865008,1.0,0.865008
8206,0.865008,0.850193,0.85019
302879,0.865008,1.0,0.865008
70273,0.865008,1.0,0.865008
178522,0.922348,1.0,0.922348
122919,0.922348,1.0,0.922348
501685,0.922348,0.120864,0.0632117
677098,0.922348,1.0,0.922348
391773,0.922348,1.0,0.922348
263675,0.922348,0.183272,0.182929
426603,0.922348,1.0,0.922348
286222,0.922348,0.850193,0.848725
580895,0.922348,1.0,0.922348
348289,0.922348,1.0,0.922348
301441,1.0,1.0,1.0
323163,1.0,0.120864,0.120864
498576,1.0,1.0,1.0
213251,1.0,1.0,1.0
442197,1.0,0.183272,0.183272
248081,1.0,1.0,1.0
107700,1.0,0.850193,0.850193
402373,1.0,1.0,1.0
169767,1.0,1.0,1.0
624604,1.0,0.120864,0.120864
800017,1.0,1.0,1.0
514692,1.0,1.0,1.0
140756,1.0,0.183272,0.183272
549522,1.0,1.0,1.0
409141,1.0,0.850193,0.850193
703814,1.0,1.0,1.0
471208,1.0,1.0,1.0
175413,0.120864,1.0,0.120864
109912,0.120864,1.0,0.120864
765360,0.120864,0.183272,0.000492415
75082,0.120864,1.0,0.120864
215463,0.120864,0.850193,0.0340676
79210,0.120864,1.0,0.120864
153396,0.120864,1.0,0.120864
285325,1.0,1.0,1.0
940773,1.0,0.183272,0.183272
250495,1.0,1.0,1.0
390876,1.0,0.850193,0.850193
96203,1.0,1.0,1.0
328809,1.0,1.0,1.0
655448,1.0,0.183272,0.183272
34830,1.0,1.0,1.0
105551,1.0,0.850193,0.850193
189122,1.0,1.0,1.0
43484,1.0,1.0,1.0
690278,0.183272,1.0,0.183272
549897,0.183272,0.850193,0.156139
844570,0.183272,1.0,0.183272
611964,0.183272,1.0,0.183272
140381,1.0,0.850193,0.850193
154292,1.0,1.0,1.0
78314,1.0,1.0,1.0
294673,0.850193,1.0,0.850193
62067,0.850193,1.0,0.850193
232606,1.0,1.0,1.0
20426,1.0,0.219665,0.219665
2212,1.0,1.0,1.0
214116,1.0,0.0171097,0.0171097
248599,1.0,0.0348086,0.0348086
353501,1.0,0.0549402,0.0549402
255207,1.0,0.999937,0.999937
398923,1.0,0.999316,0.999316
480665,1.0,0.0235918,0.0235918
250246,1.0,0.999937,0.999937
512640,1.0,0.999302,0.999302
168322,1.0,0.999303,0.999303
21470,1.0,0.219665,0.219665
266074,1.0,0.0353443,0.0353443
373515,1.0,0.999302,0.999302
430943,1.0,0.999554,0.999554
433754,1.0,0.999554,0.999554
397308,1.0,0.999301,0.999301
18214,0.219665,1.0,0.219665
234542,0.219665,0.0171097,3.45998e-08
228173,0.219665,0.0348086,4.05998e-08
373927,0.219665,0.0549402,5.19997e-08
275633,0.219665,0.999937,0.219617
378497,0.219665,0.999316,0.219408
460239,0.219665,0.0235918,4.38998e-08
270672,0.219665,0.999937,0.219617
533066,0.219665,0.999302,0.219408
147896,0.219665,0.999303,0.219408
1044,0.219665,0.219665,0.219656
286500,0.219665,0.0353443,0.000256904
393941,0.219665,0.999302,0.219408
451369,0.219665,0.999554,0.21922
454180,0.219665,0.999554,0.21922
417734,0.219665,0.999301,0.219408
216328,1.0,0.0171097,0.0171097
246387,1.0,0.0348086,0.0348086
355713,1.0,0.0549402,0.0549402
257419,1.0,0.999937,0.999937
396711,1.0,0.999316,0.999316
478453,1.0,0.0235918,0.0235918
252458,1.0,0.999937,0.999937
514852,1.0,0.999302,0.999302
166110,1.0,0.999303,0.999303
19258,1.0,0.219665,0.219665
268286,1.0,0.0353443,0.0353443
375727,1.0,0.999302,0.999302
433155,1.0,0.999554,0.999554
435966,1.0,0.999554,0.999554
399520,1.0,0.999301,0.999301
462715,0.0171097,0.0348086,5.89997e-09
139385,0.0171097,0.0549402,7.89996e-09
41091,0.0171097,0.999937,0.0171097
613039,0.0171097,0.999316,0.0171097
694781,0.0171097,0.0235918,3.09998e-09
36130,0.0171097,0.999937,0.0171097
298524,0.0171097,0.999302,0.0171097
382438,0.0171097,0.999303,0.0171097
235586,0.0171097,0.219665,3.33998e-08
51958,0.0171097,0.0353443,9.89995e-09
159399,0.0171097,0.999302,0.0171097
216827,0.0171097,0.999554,0.0171097
219638,0.0171097,0.999554,0.0171097
183192,0.0171097,0.999301,0.0171097
602100,0.0348086,0.0549402,1.97999e-08
503806,0.0348086,0.999937,0.0348086
150324,0.0348086,0.999316,0.0348086
232066,0.0348086,0.0235918,4.07998e-08
498845,0.0348086,0.999937,0.0348086
761239,0.0348086,0.999302,0.0348086
80277,0.0348086,0.999303,0.0348086
227129,0.0348086,0.219665,4.12998e-08
514673,0.0348086,0.0353443,8.99996e-09
622114,0.0348086,0.999302,0.0348086
679542,0.0348086,0.999554,0.0348086
682353,0.0348086,0.999554,0.0348086
645907,0.0348086,0.999301,0.0348086
98294,0.0549402,0.999937,0.0549402
752424,0.0549402,0.999316,0.0549402
834166,0.0549402,0.0235918,5.28997e-08
103255,0.0549402,0.999937,0.0549402
159139,0.0549402,0.999302,0.0549402
521823,0.0549402,0.999303,0.0549402
374971,0.0549402,0.219665,5.56997e-08
87427,0.0549402,0.0353443,3.84998e-08
20014,0.0549402,0.999302,0.0549402
77442,0.0549402,0.999554,0.0549402
80253,0.0549402,0.999554,0.0549402
43807,0.0549402,0.999301,0.0549402
654130,0.999937,0.999316,0.999253
735872,0.999937,0.0235918,0.0235918
4961,0.999937,0.999937,0.999937
257433,0.999937,0.999302,0.999239
423529,0.999937,0.999303,0.99924
276677,0.999937,0.219665,0.219617
10867,0.999937,0.0353443,0.0353442
118308,0.999937,0.999302,0.999239
175736,0.999937,0.999554,0.999491
178547,0.999937,0.999554,0.999491
142101,0.999937,0.999301,0.999238
81742,0.999316,0.0235918,0.0235918
649169,0.999316,0.999937,0.999253
911563,0.999316,0.999302,0.999301
230601,0.999316,0.999303,0.999301
377453,0.999316,0.219665,0.219408
664997,0.999316,0.0353443,0.0346607
772438,0.999316,0.999302,0.999301
829866,0.999316,0.999554,0.999066
832677,0.999316,0.999554,0.999066
796231,0.999316,0.999301,0.999301
730911,0.0235918,0.999937,0.0235918
993305,0.0235918,0.999302,0.0235918
312343,0.0235918,0.999303,0.0235918
459195,0.0235918,0.219665,4.34998e-08
746739,0.0235918,0.0353443,4.89998e-09
854180,0.0235918,0.999302,0.0235918
911608,0.0235918,0.999554,0.0235918
914419,0.0235918,0.999554,0.0235918
877973,0.0235918,0.999301,0.0235918
262394,0.999937,0.999302,0.999239
418568,0.999937,0.999303,0.99924
271716,0.999937,0.219665,0.219617
15828,0.999937,0.0353443,0.0353442
123269,0.999937,0.999302,0.999239
180697,0.999937,0.999554,0.999491
183508,0.999937,0.999554,0.999491
147062,0.999937,0.999301,0.999238
680962,0.999302,0.999303,0.999301
534110,0.999302,0.219665,0.219408
246566,0.999302,0.0353443,0.0346607
139125,0.999302,0.999302,0.999301
81697,0.999302,0.999554,0.999052
78886,0.999302,0.999554,0.999052
115332,0.999302,0.999301,0.999301
146852,0.999303,0.219665,0.219408
434396,0.999303,0.0353443,0.0346623
541837,0.999303,0.999302,0.999301
599265,0.999303,0.999554,0.999054
602076,0.999303,0.999554,0.999054
565630,0.999303,0.999301,0.999301
287544,0.219665,0.0353443,0.000256904
394985,0.219665,0.999302,0.219408
452413,0.219665,0.999554,0.21922
455224,0.219665,0.999554,0.219221
418778,0.219665,0.999301,0.219408
107441,0.0353443,0.999302,0.0346611
164869,0.0353443,0.999554,0.0351475
167680,0.0353443,0.999554,0.0351476
131234,0.0353443,0.999301,0.0346602
57428,0.999302,0.999554,0.999052
60239,0.999302,0.999554,0.999052
23793,0.999302,0.999301,0.999301
2811,0.999554,0.999554,0.999553
33635,0.999554,0.999301,0.999052
36446,0.999554,0.999301,0.999052
437119,0.0466968,0.37967,2.54703e-07
143015,0.0466968,0.999995,0.0466968
328970,0.0466968,0.999995,0.0466968
17623,0.0466968,0.0161057,9.48009e-08
98861,0.0466968,0.0473587,0.0466953
292188,0.0466968,0.923544,5.32185e-06
301786,0.0466968,0.999982,0.0466968
401156,0.0466968,0.379385,2.95803e-07
171055,0.0466968,0.242823,9.13189e-06
425624,0.0466968,0.0672614,1.81002e-08
4753,0.0466968,0.0138265,6.10006e-09
399586,0.0466968,0.999995,0.0466968
233325,0.0466968,0.0215038,1.65002e-08
441069,0.0466968,0.105354,3.11903e-07
358490,0.0466968,0.0238891,1.56002e-08
530288,0.0466968,0.0473544,0.0466953
281857,0.0466968,0.0259427,3.12003e-08
106872,0.0466968,0.0280904,1.12001e-08
299273,0.0466968,0.999981,0.0466968
137803,0.0466968,0.999995,0.0466968
580134,0.37967,0.999995,0.37967
766089,0.37967,0.999995,0.37967
454742,0.37967,0.0161057,5.63906e-07
338258,0.37967,0.0473587,1.65802e-07
144931,0.37967,0.923544,0.37967
135333,0.37967,0.999982,0.37967
838275,0.37967,0.379385,0.379382
266064,0.37967,0.242823,4.70535e-06
11495,0.37967,0.0672614,5.65606e-07
432366,0.37967,0.0138265,8.40008e-08
37533,0.37967,0.999995,0.37967
203794,0.37967,0.0215038,4.95705e-07
878188,0.37967,0.105354,4.33694e-06
795609,0.37967,0.0238891,3.91404e-07
967407,0.37967,0.0473544,3.98304e-07
718976,0.37967,0.0259427,7.99808e-07
330247,0.37967,0.0280904,5.32505e-07
137846,0.37967,0.999981,0.37967
299316,0.37967,0.999995,0.37967
185955,0.999995,0.999995,0.999995
125392,0.999995,0.0161057,0.0161057
241876,0.999995,0.0473587,0.0473587
435203,0.999995,0.923544,0.923544
444801,0.999995,0.999982,0.999978
258141,0.999995,0.379385,0.379385
314070,0.999995,0.242823,0.242823
568639,0.999995,0.0672614,0.0672614
147768,0.999995,0.0138265,0.0138265
542601,0.999995,0.999995,0.999995
376340,0.999995,0.0215038,0.0215038
298054,0.999995,0.105354,0.105354
215475,0.999995,0.0238891,0.0238866
387273,0.999995,0.0473544,0.0473544
138842,0.999995,0.0259427,0.0259427
249887,0.999995,0.0280904,0.0280904
442288,0.999995,0.999981,0.999976
280818,0.999995,0.999995,0.999995
311347,0.999995,0.0161057,0.0161057
427831,0.999995,0.0473587,0.0473587
621158,0.999995,0.923544,0.923544
630756,0.999995,0.999982,0.999978
72186,0.999995,0.379385,0.379385
500025,0.999995,0.242823,0.242823
754594,0.999995,0.0672614,0.0672614
333723,0.999995,0.0138265,0.0138265
728556,0.999995,0.999995,0.999995
562295,0.999995,0.0215038,0.0215038
112099,0.999995,0.105354,0.105354
29520,0.999995,0.0238891,0.0238866
201318,0.999995,0.0473544,0.0473544
47113,0.999995,0.0259427,0.0259427
435842,0.999995,0.0280904,0.0280904
628243,0.999995,0.999981,0.999976
466773,0.999995,0.999995,0.999995
116484,0.0161057,0.0473587,8.55009e-08
309811,0.0161057,0.923544,0.0161055
319409,0.0161057,0.999982,0.0161057
383533,0.0161057,0.379385,5.08005e-07
188678,0.0161057,0.242823,4.57305e-07
443247,0.0161057,0.0672614,4.50005e-08
22376,0.0161057,0.0138265,1.03501e-07
417209,0.0161057,0.999995,0.0161057
250948,0.0161057,0.0215038,9.40009e-09
423446,0.0161057,0.105354,2.05702e-07
340867,0.0161057,0.0238891,1.88002e-08
512665,0.0161057,0.0473544,8.87009e-08
264234,0.0161057,0.0259427,8.95009e-08
124495,0.0161057,0.0280904,3.70004e-09
316896,0.0161057,0.999981,0.0161057
155426,0.0161057,0.999995,0.0161057
193327,0.0473587,0.923544,5.91626e-06
202925,0.0473587,0.999982,0.0473587
500017,0.0473587,0.379385,2.06602e-07
72194,0.0473587,0.242823,9.16129e-06
326763,0.0473587,0.0672614,2.43002e-08
94108,0.0473587,0.0138265,1.29001e-08
300725,0.0473587,0.999995,0.0473587
134464,0.0473587,0.0215038,1.31001e-08
539930,0.0473587,0.105354,1.01041e-06
457351,0.0473587,0.0238891,1.91002e-08
629149,0.0473587,0.0473544,0.047353
380718,0.0473587,0.0259427,3.70004e-08
8011,0.0473587,0.0280904,6.31006e-08
200412,0.0473587,0.999981,0.0473587
38942,0.0473587,0.999995,0.0473587
9598,0.923544,0.999982,0.923544
693344,0.923544,0.379385,0.379385
121133,0.923544,0.242823,0.242814
133436,0.923544,0.0672614,0.067261
287435,0.923544,0.0138265,0.0138265
107398,0.923544,0.999995,0.923544
58863,0.923544,0.0215038,0.0215037
733257,0.923544,0.105354,0.105354
650678,0.923544,0.0238891,0.023817
822476,0.923544,0.0473544,5.23905e-06
574045,0.923544,0.0259427,0.0259426
185316,0.923544,0.0280904,0.0280904
7085,0.923544,0.999981,0.923544
154385,0.923544,0.999995,0.923544
702942,0.999982,0.379385,0.379385
130731,0.999982,0.242823,0.242823
123838,0.999982,0.0672614,0.0672614
297033,0.999982,0.0138265,0.0138265
97800,0.999982,0.999995,0.999978
68461,0.999982,0.0215038,0.0215038
742855,0.999982,0.105354,0.105354
660276,0.999982,0.0238891,0.0238863
832074,0.999982,0.0473544,0.0473544
583643,0.999982,0.0259427,0.0259427
194914,0.999982,0.0280904,0.0280904
2513,0.999982,0.999981,0.99998
163983,0.999982,0.999995,0.999978
572211,0.379385,0.242823,4.09814e-06
826780,0.379385,0.0672614,3.83304e-07
405909,0.379385,0.0138265,7.19007e-08
800742,0.379385,0.999995,0.379385
634481,0.379385,0.0215038,5.47705e-07
39913,0.379385,0.105354,3.90864e-06
42666,0.379385,0.0238891,4.53805e-07
129132,0.379385,0.0473544,4.39104e-07
119299,0.379385,0.0259427,3.39403e-07
508028,0.379385,0.0280904,1.53202e-07
700429,0.379385,0.999981,0.379385
538959,0.379385,0.999995,0.379385
254569,0.242823,0.0672614,0.0672604
166302,0.242823,0.0138265,6.29006e-08
228531,0.242823,0.999995,0.242823
62270,0.242823,0.0215038,2.42102e-06
612124,0.242823,0.105354,2.26072e-06
529545,0.242823,0.0238891,1.06481e-06
701343,0.242823,0.0473544,9.09339e-06
452912,0.242823,0.0259427,0.0259413
64183,0.242823,0.0280904,3.16603e-07
128218,0.242823,0.999981,0.242823
33252,0.242823,0.999995,0.242823
420871,0.0672614,0.0138265,2.90003e-09
26038,0.0672614,0.999995,0.0672614
192299,0.0672614,0.0215038,1.57802e-07
866693,0.0672614,0.105354,2.87903e-07
784114,0.0672614,0.0238891,3.26003e-08
955912,0.0672614,0.0473544,1.95002e-08
707481,0.0672614,0.0259427,1.92002e-08
318752,0.0672614,0.0280904,1.09001e-08
126351,0.0672614,0.999981,0.0672614
287821,0.0672614,0.999995,0.0672614
394833,0.0138265,0.999995,0.0138265
228572,0.0138265,0.0215038,3.37003e-08
445822,0.0138265,0.105354,0.0138259
363243,0.0138265,0.0238891,2.10002e-09
535041,0.0138265,0.0473544,2.10002e-09
286610,0.0138265,0.0259427,1.00001e-10
102119,0.0138265,0.0280904,4.00004e-10
294520,0.0138265,0.999981,0.0138265
133050,0.0138265,0.999995,0.0138265
166261,0.999995,0.0215038,0.0215038
840655,0.999995,0.105354,0.105354
758076,0.999995,0.0238891,0.0238866
929874,0.999995,0.0473544,0.0473544
681443,0.999995,0.0259427,0.0259427
292714,0.999995,0.0280904,0.0280904
100313,0.999995,0.999981,0.999976
261783,0.999995,0.999995,0.999995
674394,0.0215038,0.105354,2.97103e-07
591815,0.0215038,0.0238891,7.76008e-08
763613,0.0215038,0.0473544,8.00008e-09
515182,0.0215038,0.0259427,6.69007e-08
126453,0.0215038,0.0280904,1.67002e-08
65948,0.0215038,0.999981,0.0215038
95522,0.0215038,0.999995,0.0215038
82579,0.105354,0.0238891,8.66309e-07
89219,0.105354,0.0473544,3.14803e-07
159212,0.105354,0.0259427,3.45903e-07
547941,0.105354,0.0280904,0.0280885
740342,0.105354,0.999981,0.105354
578872,0.105354,0.999995,0.105354
171798,0.0238891,0.0473544,1.47001e-07
76633,0.0238891,0.0259427,5.07805e-07
465362,0.0238891,0.0280904,1.22001e-08
657763,0.0238891,0.999981,0.0238863
496293,0.0238891,0.999995,0.0238866
248431,0.0473544,0.0259427,3.24003e-08
637160,0.0473544,0.0280904,2.10002e-09
829561,0.0473544,0.999981,0.0473544
668091,0.0473544,0.999995,0.0473544
388729,0.0259427,0.0280904,1.40001e-09
581130,0.0259427,0.999981,0.0259427
419660,0.0259427,0.999995,0.0259427
192401,0.0280904,0.999981,0.0280904
30931,0.0280904,0.999995,0.0280904
161470,0.999981,0.999995,0.999976
138503,0.01478,1.0,0.01478
626954,0.01478,0.030196,4.10004e-09
741894,0.01478,0.730303,0.0147796
108979,0.01478,0.0194816,4.30004e-09
261047,0.01478,0.0912956,8.80009e-09
689034,0.01478,0.0339829,3.70004e-09
140045,0.01478,1.0,0.01478
5140,0.01478,1.0,0.01478
501249,0.01478,0.0462553,3.00003e-09
133964,0.01478,0.999926,0.01478
765457,1.0,0.030196,0.030196
880397,1.0,0.730303,0.730303
247482,1.0,0.0194816,0.0194816
399550,1.0,0.0912956,0.0912956
827537,1.0,0.0339829,0.0339829
1542,1.0,1.0,1.0
143643,1.0,1.0,1.0
639752,1.0,0.0462553,0.0462553
4539,1.0,0.999926,0.999926
114940,0.030196,0.730303,2.19732e-06
517975,0.030196,0.0194816,4.30004e-09
365907,0.030196,0.0912956,0.0301945
62080,0.030196,0.0339829,1.73002e-08
766999,0.030196,1.0,0.030196
621814,0.030196,1.0,0.030196
125705,0.030196,0.0462553,1.23001e-08
760918,0.030196,0.999926,0.030196
632915,0.730303,0.0194816,1.08801e-06
480847,0.730303,0.0912956,6.17556e-06
52860,0.730303,0.0339829,3.57214e-06
881939,0.730303,1.0,0.730303
736754,0.730303,1.0,0.730303
240645,0.730303,0.0462553,0.0462548
875858,0.730303,0.999926,0.730303
152068,0.0194816,0.0912956,3.60604e-07
580055,0.0194816,0.0339829,2.50002e-08
249024,0.0194816,1.0,0.0194816
103839,0.0194816,1.0,0.0194816
392270,0.0194816,0.0462553,1.96002e-08
242943,0.0194816,0.999926,0.0194816
427987,0.0912956,0.0339829,2.41702e-07
401092,0.0912956,1.0,0.0912956
255907,0.0912956,1.0,0.0912956
240202,0.0912956,0.0462553,7.54007e-08
395011,0.0912956,0.999926,0.0912956
829079,0.0339829,1.0,0.0339829
683894,0.0339829,1.0,0.0339829
187785,0.0339829,0.0462553,5.69006e-08
822998,0.0339829,0.999926,0.0339829
145185,1.0,1.0,1.0
641294,1.0,0.0462553,0.0462553
6081,1.0,0.999926,0.999926
496109,1.0,0.0462553,0.0462553
139104,1.0,0.999926,0.999926
635213,0.0462553,0.999926,0.0462553
5981,0.0126981,1.0,0.0126981
106311,0.0126981,0.0160612,4.31801e-07
75757,0.0126981,0.0393201,2.40001e-09
496816,0.0126981,0.999997,0.0126981
294113,0.0126981,1.0,0.0126981
109444,0.0126981,0.241758,6.36651e-06
66861,0.0126981,0.0298321,5.82401e-07
34521,0.0126981,0.0397734,2.47141e-06
522739,0.0126981,0.999651,0.0126981
569549,0.0126981,0.0217465,5.44001e-08
186457,0.0126981,0.599406,0.0126977
184036,0.0126981,0.599414,0.0126977
88341,0.0126981,0.0116863,9.00002e-10
107788,0.0126981,0.999998,0.0126981
233825,0.0126981,0.120314,4.03001e-07
405672,0.0126981,0.999998,0.0126981
33125,0.0126981,0.0397748,2.47141e-06
111020,0.0126981,0.225448,1.2698e-06
139643,0.0126981,0.120471,4.98101e-07
12434,0.0126981,0.0113695,4.70001e-09
497617,0.0126981,0.999997,0.0126981
210121,0.0126981,0.0288993,2.83001e-08
606508,0.0126981,0.0228209,5.40001e-09
207321,0.0126981,0.389772,1.411e-07
491915,0.0126981,0.0120891,2.26001e-08
100330,1.0,0.0160612,0.0160612
69776,1.0,0.0393201,0.0393201
502797,1.0,0.999997,0.999997
300094,1.0,1.0,1.0
103463,1.0,0.241758,0.241758
72842,1.0,0.0298321,0.0298321
40502,1.0,0.0397734,0.0397734
528720,1.0,0.999651,0.999651
575530,1.0,0.0217465,0.0217465
192438,1.0,0.599406,0.599406
190017,1.0,0.599414,0.599414
82360,1.0,0.0116863,0.0116863
113769,1.0,0.999998,0.999998
227844,1.0,0.120314,0.120314
411653,1.0,0.999998,0.999998
39106,1.0,0.0397748,0.0397748
105039,1.0,0.225448,0.225448
133662,1.0,0.120471,0.120471
18415,1.0,0.0113695,0.0113695
503598,1.0,0.999997,0.999997
204140,1.0,0.0288993,0.0288993
612489,1.0,0.0228209,0.0228209
213302,1.0,0.389772,0.389772
497896,1.0,0.0120891,0.0120891
30554,0.0160612,0.0393201,1.711e-07
603127,0.0160612,0.999997,0.0160611
400424,0.0160612,1.0,0.0160612
3133,0.0160612,0.241758,0.0160507
173172,0.0160612,0.0298321,4.05458e-05
140832,0.0160612,0.0397734,5.44618e-05
629050,0.0160612,0.999651,0.0160612
675860,0.0160612,0.0217465,0.000765212
292768,0.0160612,0.599406,0.00177267
290347,0.0160612,0.599414,0.00177281
17970,0.0160612,0.0116863,4.47001e-08
214099,0.0160612,0.999998,0.0160612
127514,0.0160612,0.120314,6.16781e-05
511983,0.0160612,0.999998,0.0160612
139436,0.0160612,0.0397748,5.44369e-05
4709,0.0160612,0.225448,1.2369e-06
33332,0.0160612,0.120471,6.18514e-05
118745,0.0160612,0.0113695,3.29272e-05
603928,0.0160612,0.999997,0.0160611
103810,0.0160612,0.0288993,5.7974e-05
712819,0.0160612,0.0228209,4.40001e-09
313632,0.0160612,0.389772,0.00124569
598226,0.0160612,0.0120891,2.094e-07
572573,0.0393201,0.999997,0.0393201
369870,0.0393201,1.0,0.0393201
33687,0.0393201,0.241758,1.94721e-05
142618,0.0393201,0.0298321,2.72201e-07
110278,0.0393201,0.0397734,4.88001e-08
598496,0.0393201,0.999651,0.0393201
645306,0.0393201,0.0217465,1.404e-07
262214,0.0393201,0.599406,0.0393193
259793,0.0393201,0.599414,0.0393193
12584,0.0393201,0.0116863,3.66001e-08
183545,0.0393201,0.999998,0.0393201
158068,0.0393201,0.120314,5.79181e-06
481429,0.0393201,0.999998,0.0393201
108882,0.0393201,0.0397748,5.33001e-08
35263,0.0393201,0.225448,5.02155e-05
63886,0.0393201,0.120471,3.53021e-06
88191,0.0393201,0.0113695,7.71002e-08
573374,0.0393201,0.999997,0.0393201
134364,0.0393201,0.0288993,6.67002e-08
682265,0.0393201,0.0228209,3.66601e-07
283078,0.0393201,0.389772,7.87702e-07
567672,0.0393201,0.0120891,3.30001e-09
202703,0.999997,1.0,0.999997
606260,0.999997,0.241758,0.241758
429955,0.999997,0.0298321,0.0298321
462295,0.999997,0.0397734,0.0397734
25923,0.999997,0.999651,0.999649
72733,0.999997,0.0217465,0.0217465
310359,0.999997,0.599406,0.599406
312780,0.999997,0.599414,0.599414
585157,0.999997,0.0116863,0.0116863
389028,0.999997,0.999998,0.999995
730641,0.999997,0.120314,0.120314
91144,0.999997,0.999998,0.999995
463691,0.999997,0.0397748,0.0397748
607836,0.999997,0.225448,0.225447
636459,0.999997,0.120471,0.120471
484382,0.999997,0.0113695,0.0113695
801,0.999997,0.999997,0.999997
706937,0.999997,0.0288993,0.0288993
109692,0.999997,0.0228209,0.0228209
289495,0.999997,0.389772,0.389772
4901,0.999997,0.0120891,0.0120891
403557,1.0,0.241758,0.241758
227252,1.0,0.0298321,0.0298321
259592,1.0,0.0397734,0.0397734
228626,1.0,0.999651,0.999651
275436,1.0,0.0217465,0.0217465
107656,1.0,0.599406,0.599406
110077,1.0,0.599414,0.599414
382454,1.0,0.0116863,0.0116863
186325,1.0,0.999998,0.999998
527938,1.0,0.120314,0.120314
111559,1.0,0.999998,0.999998
260988,1.0,0.0397748,0.0397748
405133,1.0,0.225448,0.225448
433756,1.0,0.120471,0.120471
281679,1.0,0.0113695,0.0113695
203504,1.0,0.999997,0.999997
504234,1.0,0.0288993,0.0288993
312395,1.0,0.0228209,0.0228209
86792,1.0,0.389772,0.389772
197802,1.0,0.0120891,0.0120891
176305,0.241758,0.0298321,0.00278517
143965,0.241758,0.0397734,0.0362953
632183,0.241758,0.999651,0.241435
678993,0.241758,0.0217465,0.00634532
295901,0.241758,0.599406,0.0157926
293480,0.241758,0.599414,0.0157984
21103,0.241758,0.0116863,3.39551e-06
217232,0.241758,0.999998,0.241758
124381,0.241758,0.120314,0.00261426
515116,0.241758,0.999998,0.241758
142569,0.241758,0.0397748,0.0362961
1576,0.241758,0.225448,0.225409
30199,0.241758,0.120471,0.00265378
121878,0.241758,0.0113695,0.000128833
607061,0.241758,0.999997,0.241758
100677,0.241758,0.0288993,0.00205001
715952,0.241758,0.0228209,0.0228206
316765,0.241758,0.389772,0.00181108
601359,0.241758,0.0120891,5.95101e-07
32340,0.0298321,0.0397734,1.84804e-05
455878,0.0298321,0.999651,0.0298321
502688,0.0298321,0.0217465,2.29831e-06
119596,0.0298321,0.599406,0.000889546
117175,0.0298321,0.599414,0.000891719
155202,0.0298321,0.0116863,8.30002e-09
40927,0.0298321,0.999998,0.0298321
300686,0.0298321,0.120314,5.86661e-06
338811,0.0298321,0.999998,0.0298321
33736,0.0298321,0.0397748,1.84051e-05
177881,0.0298321,0.225448,0.00274466
