Distance,fA,fB,fAB
349741,0.118304,0.990994,0.114426
339827,0.118304,0.0329396,1.51571e-06
264281,0.118304,0.315588,0.00843049
536428,0.118304,0.285821,0.0185556
132258,0.118304,0.0368128,7.09584e-06
507539,0.118304,0.0284079,0.000138336
248387,0.118304,0.0146801,0.003584
760970,0.0816085,0.0121962,2.12175e-05
703855,0.0816085,0.314954,0.000160891
299578,0.0816085,0.178739,0.0815949
605416,0.0816085,0.999998,0.0816085
785988,0.0816085,0.0116717,4.78202e-07
123836,0.0816085,0.132414,6.87844e-06
98301,0.0816085,0.0150844,3.78623e-05
95147,0.0816085,0.990994,0.0816083
594421,0.0816085,0.0329396,6.40503e-07
9687,0.0816085,0.315588,0.000104755
791022,0.0816085,0.285821,0.000116035
386852,0.0816085,0.0368128,1.58001e-07
762133,0.0816085,0.0284079,2.44981e-06
6207,0.0816085,0.0146801,2.45407e-05
57115,0.0121962,0.314954,0.000186645
461392,0.0121962,0.178739,5.12155e-05
155554,0.0121962,0.999998,0.0121962
25018,0.0121962,0.0116717,1.15901e-06
637134,0.0121962,0.132414,0.000123475
859271,0.0121962,0.0150844,5.06443e-06
856117,0.0121962,0.990994,0.0121949
166549,0.0121962,0.0329396,8.88905e-07
770657,0.0121962,0.315588,0.000694944
30052,0.0121962,0.285821,0.000192745
374118,0.0121962,0.0368128,5.75603e-07
1163,0.0121962,0.0284079,9.63005e-08
754763,0.0121962,0.0146801,9.51476e-05
404277,0.314954,0.178739,0.00128597
98439,0.314954,0.999998,0.314953
82133,0.314954,0.0116717,5.48547e-05
580019,0.314954,0.132414,0.00228482
802156,0.314954,0.0150844,0.000231957
799002,0.314954,0.990994,0.314888
109434,0.314954,0.0329396,2.21962e-05
713542,0.314954,0.315588,0.306271
87167,0.314954,0.285821,0.00627843
317003,0.314954,0.0368128,0.0368105
58278,0.314954,0.0284079,4.04115e-05
697648,0.314954,0.0146801,0.000216605
305838,0.178739,0.999998,0.178739
486410,0.178739,0.0116717,1.50693e-05
175742,0.178739,0.132414,0.000118032
397879,0.178739,0.0150844,6.90251e-05
394725,0.178739,0.990994,0.178733
294843,0.178739,0.0329396,1.31089e-05
309265,0.178739,0.315588,0.00131238
491444,0.178739,0.285821,0.000894705
87274,0.178739,0.0368128,5.85551e-05
462555,0.178739,0.0284079,8.28035e-05
293371,0.178739,0.0146801,6.50834e-05
180572,0.999998,0.0116717,0.0116717
481580,0.999998,0.132414,0.132414
703717,0.999998,0.0150844,0.0150844
700563,0.999998,0.990994,0.990992
10995,0.999998,0.0329396,0.0329396
615103,0.999998,0.315588,0.315586
185606,0.999998,0.285821,0.285821
218564,0.999998,0.0368128,0.0368128
156717,0.999998,0.0284079,0.0284079
599209,0.999998,0.0146801,0.0146801
662152,0.0116717,0.132414,1.06491e-06
884289,0.0116717,0.0150844,2.3831e-05
881135,0.0116717,0.990994,0.0116703
191567,0.0116717,0.0329396,3.24002e-08
795675,0.0116717,0.315588,5.74873e-05
5034,0.0116717,0.285821,1.34215e-05
399136,0.0116717,0.0368128,1.41101e-07
23855,0.0116717,0.0284079,1.62001e-07
779781,0.0116717,0.0146801,4.91093e-06
222137,0.132414,0.0150844,3.25773e-05
218983,0.132414,0.990994,0.132411
470585,0.132414,0.0329396,1.21481e-06
133523,0.132414,0.315588,0.000109566
667186,0.132414,0.285821,0.132321
263016,0.132414,0.0368128,2.47941e-06
638297,0.132414,0.0284079,2.48861e-06
117629,0.132414,0.0146801,2.94107e-05
3154,0.0150844,0.990994,0.015084
692722,0.0150844,0.0329396,2.65901e-06
88614,0.0150844,0.315588,0.000143611
889323,0.0150844,0.285821,0.000867968
485153,0.0150844,0.0368128,1.33194e-05
860434,0.0150844,0.0284079,5.22343e-06
104508,0.0150844,0.0146801,0.0143398
689568,0.990994,0.0329396,0.0329395
85460,0.990994,0.315588,0.315566
886169,0.990994,0.285821,0.285797
481999,0.990994,0.0368128,0.0368128
857280,0.990994,0.0284079,0.0284075
101354,0.990994,0.0146801,0.0146774
604108,0.0329396,0.315588,1.54479e-05
196601,0.0329396,0.285821,0.0328918
207569,0.0329396,0.0368128,6.53003e-08
167712,0.0329396,0.0284079,1.70701e-07
588214,0.0329396,0.0146801,1.83051e-06
800709,0.315588,0.285821,0.00881041
396539,0.315588,0.0368128,0.0368105
771820,0.315588,0.0284079,0.000205887
15894,0.315588,0.0146801,0.000129522
404170,0.285821,0.0368128,2.18671e-05
28889,0.285821,0.0284079,0.028389
784815,0.285821,0.0146801,0.000882635
375281,0.0368128,0.0284079,8.41904e-07
380645,0.0368128,0.0146801,4.91903e-07
755926,0.0284079,0.0146801,5.11003e-06
568040,0.0592859,0.0296256,1.4115e-06
770655,0.0592859,0.185993,5.56652e-05
590855,0.0592859,0.999998,0.0592859
111850,0.0592859,0.999684,0.0592859
717411,0.0592859,0.997015,0.0592858
392469,0.0592859,0.0161993,1.5696e-06
129941,0.0592859,0.999696,0.0592859
249947,0.0592859,0.998077,0.0592859
46983,0.0592859,0.999684,0.0592859
588523,0.0592859,0.999998,0.0592859
765262,0.0592859,0.186005,1.06192e-05
193380,0.0592859,0.999729,0.0592859
253789,0.0592859,0.766884,0.0592848
246709,0.0592859,0.998013,0.0592859
440010,0.0592859,0.0985606,5.57401e-07
651097,0.0592859,0.999623,0.0592859
202615,0.0296256,0.185993,0.000172367
22815,0.0296256,0.999998,0.0296256
679890,0.0296256,0.999684,0.0296256
149371,0.0296256,0.997015,0.0296174
175571,0.0296256,0.0161993,3.15601e-07
697981,0.0296256,0.999696,0.0296256
318093,0.0296256,0.998077,0.0296248
521057,0.0296256,0.999684,0.0296256
20483,0.0296256,0.999998,0.0296256
197222,0.0296256,0.186005,0.00016851
374660,0.0296256,0.999729,0.0296256
314251,0.0296256,0.766884,5.92256e-05
321331,0.0296256,0.998013,0.0296248
128030,0.0296256,0.0985606,5.69961e-06
83057,0.0296256,0.999623,0.0296255
179800,0.185993,0.999998,0.185991
882505,0.185993,0.999684,0.185773
53244,0.185993,0.997015,0.185751
378186,0.185993,0.0161993,7.14502e-07
900596,0.185993,0.999696,0.185783
520708,0.185993,0.998077,0.184135
723672,0.185993,0.999684,0.185773
182132,0.185993,0.999998,0.185991
5393,0.185993,0.186005,0.185825
577275,0.185993,0.999729,0.185778
516866,0.185993,0.766884,0.0163186
523946,0.185993,0.998013,0.184072
330645,0.185993,0.0985606,8.59577e-05
119558,0.185993,0.999623,0.185778
702705,0.999998,0.999684,0.999684
126556,0.999998,0.997015,0.997015
198386,0.999998,0.0161993,0.0161993
720796,0.999998,0.999696,0.999694
340908,0.999998,0.998077,0.998075
543872,0.999998,0.999684,0.999684
2332,0.999998,0.999998,0.999998
174407,0.999998,0.186005,0.186003
397475,0.999998,0.999729,0.999729
337066,0.999998,0.766884,0.766884
344146,0.999998,0.998013,0.998011
150845,0.999998,0.0985606,0.0985606
60242,0.999998,0.999623,0.999623
829261,0.999684,0.997015,0.997011
504319,0.999684,0.0161993,0.0161993
18091,0.999684,0.999696,0.99968
361797,0.999684,0.998077,0.997762
158833,0.999684,0.999684,0.99968
700373,0.999684,0.999998,0.999684
877112,0.999684,0.186005,0.185785
305230,0.999684,0.999729,0.999682
365639,0.999684,0.766884,0.766883
358559,0.999684,0.998013,0.997697
551860,0.999684,0.0985606,0.0985606
762947,0.999684,0.999623,0.999585
324942,0.997015,0.0161993,0.0161992
847352,0.997015,0.999696,0.997015
467464,0.997015,0.998077,0.995124
670428,0.997015,0.999684,0.997011
128888,0.997015,0.999998,0.997015
47851,0.997015,0.186005,0.185761
524031,0.997015,0.999729,0.997011
463622,0.997015,0.766884,0.765098
470702,0.997015,0.998013,0.995059
277401,0.997015,0.0985606,0.0985604
66314,0.997015,0.999623,0.996918
522410,0.0161993,0.999696,0.0161993
142522,0.0161993,0.998077,0.0161993
345486,0.0161993,0.999684,0.0161993
196054,0.0161993,0.999998,0.0161993
372793,0.0161993,0.186005,7.48602e-07
199089,0.0161993,0.999729,0.0161993
138680,0.0161993,0.766884,0.0161987
145760,0.0161993,0.998013,0.0161993
47541,0.0161993,0.0985606,2.41001e-07
258628,0.0161993,0.999623,0.0161993
379888,0.999696,0.998077,0.997773
176924,0.999696,0.999684,0.999681
718464,0.999696,0.999998,0.999694
895203,0.999696,0.186005,0.185795
323321,0.999696,0.999729,0.999682
383730,0.999696,0.766884,0.766883
376650,0.999696,0.998013,0.997709
569951,0.999696,0.0985606,0.0985606
781038,0.999696,0.999623,0.999589
202964,0.998077,0.999684,0.997762
338576,0.998077,0.999998,0.998075
515315,0.998077,0.186005,0.184146
56567,0.998077,0.999729,0.997807
3842,0.998077,0.766884,0.766884
3238,0.998077,0.998013,0.998007
190063,0.998077,0.0985606,0.0985606
401150,0.998077,0.999623,0.9977
541540,0.999684,0.999998,0.999684
718279,0.999684,0.186005,0.185785
146397,0.999684,0.999729,0.999681
206806,0.999684,0.766884,0.766883
199726,0.999684,0.998013,0.997697
393027,0.999684,0.0985606,0.0985606
604114,0.999684,0.999623,0.999585
176739,0.999998,0.186005,0.186003
395143,0.999998,0.999729,0.999729
334734,0.999998,0.766884,0.766884
341814,0.999998,0.998013,0.998011
148513,0.999998,0.0985606,0.0985606
62574,0.999998,0.999623,0.999623
571882,0.186005,0.999729,0.18579
511473,0.186005,0.766884,0.0163423
518553,0.186005,0.998013,0.184083
325252,0.186005,0.0985606,8.60263e-05
114165,0.186005,0.999623,0.18579
60409,0.999729,0.766884,0.766884
53329,0.999729,0.998013,0.997742
246630,0.999729,0.0985606,0.0985606
457717,0.999729,0.999623,0.999619
7080,0.766884,0.998013,0.766856
186221,0.766884,0.0985606,0.0985588
397308,0.766884,0.999623,0.766788
193301,0.998013,0.0985606,0.0985606
404388,0.998013,0.999623,0.997636
211087,0.0985606,0.999623,0.0985606
102082,0.99859,0.0174159,0.0174149
549841,0.99859,0.999894,0.998485
244356,0.99859,0.984776,0.983366
704268,0.99859,0.0140125,0.0126277
743,0.99859,0.995665,0.994255
130678,0.99859,0.933661,0.933481
129851,0.99859,0.95333,0.951929
14613,0.99859,1.0,0.99859
15063,0.99859,1.0,0.99859
427201,0.99859,0.999985,0.998575
7683,0.99859,0.0123601,0.01236
555638,0.99859,0.980494,0.980276
913,0.99859,0.998591,0.99859
100835,0.99859,0.999999,0.998589
4083,0.99859,0.0291882,0.0279908
210550,0.99859,0.0172917,0.0172888
468417,0.99859,0.996873,0.995474
447759,0.0174159,0.999894,0.0174158
142274,0.0174159,0.984776,0.00219397
602186,0.0174159,0.0140125,0.000306404
101339,0.0174159,0.995665,0.0134611
232760,0.0174159,0.933661,0.000926779
231933,0.0174159,0.95333,0.0170724
116695,0.0174159,1.0,0.0174159
117145,0.0174159,1.0,0.0174159
325119,0.0174159,0.999985,0.0174014
109765,0.0174159,0.0123601,0.0120301
453556,0.0174159,0.980494,0.00179707
102995,0.0174159,0.998591,0.017415
1247,0.0174159,0.999999,0.0174159
97999,0.0174159,0.0291882,0.000191114
108468,0.0174159,0.0172917,0.0161343
366335,0.0174159,0.996873,0.0174009
305485,0.999894,0.984776,0.984671
154427,0.999894,0.0140125,0.013907
549098,0.999894,0.995665,0.995577
680519,0.999894,0.933661,0.93364
679692,0.999894,0.95333,0.953227
564454,0.999894,1.0,0.999894
564904,0.999894,1.0,0.999894
122640,0.999894,0.999985,0.999879
557524,0.999894,0.0123601,0.0123601
5797,0.999894,0.980494,0.980492
550754,0.999894,0.998591,0.998486
449006,0.999894,0.999999,0.999894
545758,0.999894,0.0291882,0.0291068
339291,0.999894,0.0172917,0.0172916
81424,0.999894,0.996873,0.996851
459912,0.984776,0.0140125,0.0137444
243613,0.984776,0.995665,0.983511
375034,0.984776,0.933661,0.933655
374207,0.984776,0.95333,0.938114
258969,0.984776,1.0,0.984776
259419,0.984776,1.0,0.984776
182845,0.984776,0.999985,0.984776
252039,0.984776,0.0123601,0.000365803
311282,0.984776,0.980494,0.979966
245269,0.984776,0.998591,0.983367
143521,0.984776,0.999999,0.984776
240273,0.984776,0.0291882,0.0290671
33806,0.984776,0.0172917,0.00209036
224061,0.984776,0.996873,0.98165
703525,0.0140125,0.995665,0.0133701
834946,0.0140125,0.933661,0.00343984
834119,0.0140125,0.95333,0.00595623
718881,0.0140125,1.0,0.0140125
719331,0.0140125,1.0,0.0140125
277067,0.0140125,0.999985,0.0140123
711951,0.0140125,0.0123601,0.000145283
148630,0.0140125,0.980494,0.00984976
705181,0.0140125,0.998591,0.0126285
603433,0.0140125,0.999999,0.0140124
700185,0.0140125,0.0291882,0.00200228
493718,0.0140125,0.0172917,0.000285666
235851,0.0140125,0.996873,0.0108987
131421,0.995665,0.933661,0.933287
130594,0.995665,0.95333,0.949009
15356,0.995665,1.0,0.995665
15806,0.995665,1.0,0.995665
426458,0.995665,0.999985,0.995665
8426,0.995665,0.0123601,0.01236
554895,0.995665,0.980494,0.97964
1656,0.995665,0.998591,0.994256
100092,0.995665,0.999999,0.995665
3340,0.995665,0.0291882,0.0291874
209807,0.995665,0.0172917,0.0133567
467674,0.995665,0.996873,0.992539
827,0.933661,0.95333,0.933657
116065,0.933661,1.0,0.933661
115615,0.933661,1.0,0.933661
557879,0.933661,0.999985,0.933661
122995,0.933661,0.0123601,1.05916e-05
686316,0.933661,0.980494,0.933416
129765,0.933661,0.998591,0.933481
231513,0.933661,0.999999,0.933661
134761,0.933661,0.0291882,0.00115878
341228,0.933661,0.0172917,0.00106837
599095,0.933661,0.996873,0.933452
115238,0.95333,1.0,0.95333
114788,0.95333,1.0,0.95333
557052,0.95333,0.999985,0.953317
122168,0.95333,0.0123601,0.0121364
685489,0.95333,0.980494,0.935377
128938,0.95333,0.998591,0.95193
230686,0.95333,0.999999,0.953329
133934,0.95333,0.0291882,0.00338889
340401,0.95333,0.0172917,0.0172014
598268,0.95333,0.996873,0.952842
450,1.0,1.0,1.0
441814,1.0,0.999985,0.999985
6930,1.0,0.0123601,0.0123601
570251,1.0,0.980494,0.980494
13700,1.0,0.998591,0.998591
115448,1.0,0.999999,0.999999
18696,1.0,0.0291882,0.0291882
225163,1.0,0.0172917,0.0172917
483030,1.0,0.996873,0.996873
442264,1.0,0.999985,0.999985
7380,1.0,0.0123601,0.0123601
570701,1.0,0.980494,0.980494
14150,1.0,0.998591,0.998591
115898,1.0,0.999999,0.999999
19146,1.0,0.0291882,0.0291882
225613,1.0,0.0172917,0.0172917
483480,1.0,0.996873,0.996873
434884,0.999985,0.0123601,0.0123601
128437,0.999985,0.980494,0.980492
428114,0.999985,0.998591,0.998576
326366,0.999985,0.999999,0.999985
423118,0.999985,0.0291882,0.0291882
216651,0.999985,0.0172917,0.0172917
41216,0.999985,0.996873,0.996859
563321,0.0123601,0.980494,0.000222664
6770,0.0123601,0.998591,0.0123601
108518,0.0123601,0.999999,0.0123601
11766,0.0123601,0.0291882,9.75736e-05
218233,0.0123601,0.0172917,0.0120299
476100,0.0123601,0.996873,0.012316
556551,0.980494,0.998591,0.980276
454803,0.980494,0.999999,0.980494
551555,0.980494,0.0291882,0.0271298
345088,0.980494,0.0172917,0.00168988
87221,0.980494,0.996873,0.97919
101748,0.998591,0.999999,0.99859
4996,0.998591,0.0291882,0.0279915
211463,0.998591,0.0172917,0.0172888
469330,0.998591,0.996873,0.995475
96752,0.999999,0.0291882,0.0291882
109715,0.999999,0.0172917,0.0172917
367582,0.999999,0.996873,0.996873
206467,0.0291882,0.0172917,0.000173849
464334,0.0291882,0.996873,0.0290985
257867,0.0172917,0.996873,0.0172774
204203,0.987429,0.972214,0.972073
363894,0.987429,0.039872,0.0367381
172989,0.987429,0.0431633,0.0431608
57210,0.987429,0.999639,0.987426
29649,0.987429,0.878647,0.869325
28739,0.987429,0.852313,0.852306
512637,0.987429,0.99999,0.987429
139335,0.987429,0.987624,0.987231
351286,0.987429,0.0128198,0.0128075
133266,0.987429,0.880354,0.880351
41616,0.987429,0.0199156,0.0167319
41778,0.987429,0.0123831,0.0112972
159691,0.972214,0.039872,0.0366908
31214,0.972214,0.0431633,0.0431574
146993,0.972214,0.999639,0.972213
233852,0.972214,0.878647,0.862698
232942,0.972214,0.852313,0.852297
308434,0.972214,0.99999,0.972214
343538,0.972214,0.987624,0.972074
147083,0.972214,0.0128198,0.000580471
70937,0.972214,0.880354,0.880348
162587,0.972214,0.0199156,0.0160671
162425,0.972214,0.0123831,0.0106524
190905,0.039872,0.0431633,3.29193e-05
306684,0.039872,0.999639,0.0398718
393543,0.039872,0.878647,0.0230005
392633,0.039872,0.852313,0.0197585
148743,0.039872,0.99999,0.039872
503229,0.039872,0.987624,0.0367291
12608,0.039872,0.0128198,3.2191e-05
230628,0.039872,0.880354,0.0363022
322278,0.039872,0.0199156,0.00012569
322116,0.039872,0.0123831,6.2687e-05
115779,0.0431633,0.999639,0.0431633
202638,0.0431633,0.878647,0.00110871
201728,0.0431633,0.852313,0.000115489
339648,0.0431633,0.99999,0.0431633
312324,0.0431633,0.987624,0.043161
178297,0.0431633,0.0128198,3.70393e-05
39723,0.0431633,0.880354,0.000124692
131373,0.0431633,0.0199156,0.00577015
131211,0.0431633,0.0123831,0.00264342
86859,0.999639,0.878647,0.878335
85949,0.999639,0.852313,0.852313
455427,0.999639,0.99999,0.999629
196545,0.999639,0.987624,0.987621
294076,0.999639,0.0128198,0.0128198
76056,0.999639,0.880354,0.880354
15594,0.999639,0.0199156,0.0198946
15432,0.999639,0.0123831,0.0123784
910,0.878647,0.852313,0.852312
542286,0.878647,0.99999,0.878637
109686,0.878647,0.987624,0.869403
380935,0.878647,0.0128198,0.00660897
162915,0.878647,0.880354,0.852615
71265,0.878647,0.0199156,0.00253959
71427,0.878647,0.0123831,0.000623889
541376,0.852313,0.99999,0.852313
110596,0.852313,0.987624,0.852306
380025,0.852313,0.0128198,0.000110609
162005,0.852313,0.880354,0.852164
70355,0.852313,0.0199156,0.000129491
70517,0.852313,0.0123831,0.000106848
651972,0.99999,0.987624,0.987624
161351,0.99999,0.0128198,0.0128198
379371,0.99999,0.880354,0.880354
471021,0.99999,0.0199156,0.0199156
470859,0.99999,0.0123831,0.0123831
490621,0.987624,0.0128198,0.0128074
272601,0.987624,0.880354,0.880351
180951,0.987624,0.0199156,0.0167337
181113,0.987624,0.0123831,0.0112945
218020,0.0128198,0.880354,0.000115977
309670,0.0128198,0.0199156,0.000186913
309508,0.0128198,0.0123831,0.000174277
91650,0.880354,0.0199156,0.000205144
91488,0.880354,0.0123831,0.000107888
162,0.0199156,0.0123831,0.0123827
103357,1.0,0.0144677,0.0144677
210881,1.0,0.738355,0.738355
89685,1.0,0.999953,0.999953
694,1.0,1.0,1.0
91716,1.0,0.441364,0.441364
409467,1.0,0.0390292,0.0390292
490500,1.0,0.355662,0.355662
227393,1.0,0.999953,0.999953
528231,1.0,0.999959,0.999959
90204,1.0,0.441358,0.441358
60968,1.0,0.946641,0.946641
11354,1.0,0.11079,0.11079
552854,1.0,0.999954,0.999954
206921,1.0,0.04837,0.04837
381762,1.0,0.999963,0.999962
420197,1.0,0.999952,0.999952
4917,1.0,0.110396,0.110396
635681,1.0,0.169155,0.169155
206841,1.0,0.739075,0.739075
68414,1.0,0.946634,0.946634
314238,0.0144677,0.738355,0.00082768
13672,0.0144677,0.999953,0.0144677
102663,0.0144677,1.0,0.0144677
195073,0.0144677,0.441364,0.0020006
512824,0.0144677,0.0390292,6.53993e-08
593857,0.0144677,0.355662,0.0144618
330750,0.0144677,0.999953,0.0144677
631588,0.0144677,0.999959,0.0144677
193561,0.0144677,0.441358,0.0020001
42389,0.0144677,0.946641,0.0144673
114711,0.0144677,0.11079,0.00172734
656211,0.0144677,0.999954,0.0144677
310278,0.0144677,0.04837,3.04196e-05
485119,0.0144677,0.999963,0.0144677
523554,0.0144677,0.999952,0.0144677
108274,0.0144677,0.110396,0.00170864
739038,0.0144677,0.169155,2.44347e-06
310198,0.0144677,0.739075,0.000848339
34943,0.0144677,0.946634,0.0144673
300566,0.738355,0.999953,0.738308
211575,0.738355,1.0,0.738355
119165,0.738355,0.441364,0.267339
198586,0.738355,0.0390292,0.0390281
279619,0.738355,0.355662,0.0956801
16512,0.738355,0.999953,0.738308
317350,0.738355,0.999959,0.738314
120677,0.738355,0.441358,0.267353
271849,0.738355,0.946641,0.703858
199527,0.738355,0.11079,0.0812563
341973,0.738355,0.999954,0.738309
3960,0.738355,0.04837,0.0474331
170881,0.738355,0.999963,0.738317
209316,0.738355,0.999952,0.738307
205964,0.738355,0.110396,0.0808769
424800,0.738355,0.169155,0.0317264
4040,0.738355,0.739075,0.73803
279295,0.738355,0.946634,0.703848
88991,0.999953,1.0,0.999953
181401,0.999953,0.441364,0.441317
499152,0.999953,0.0390292,0.0390292
580185,0.999953,0.355662,0.355615
317078,0.999953,0.999953,0.999953
617916,0.999953,0.999959,0.999953
179889,0.999953,0.441358,0.441311
28717,0.999953,0.946641,0.946594
101039,0.999953,0.11079,0.110789
642539,0.999953,0.999954,0.999953
296606,0.999953,0.04837,0.04837
471447,0.999953,0.999963,0.999953
509882,0.999953,0.999952,0.999951
94602,0.999953,0.110396,0.110395
725366,0.999953,0.169155,0.169155
296526,0.999953,0.739075,0.739028
21271,0.999953,0.946634,0.946587
92410,1.0,0.441364,0.441364
410161,1.0,0.0390292,0.0390292
491194,1.0,0.355662,0.355662
228087,1.0,0.999953,0.999953
528925,1.0,0.999959,0.999959
90898,1.0,0.441358,0.441358
60274,1.0,0.946641,0.946641
12048,1.0,0.11079,0.11079
553548,1.0,0.999954,0.999954
207615,1.0,0.04837,0.04837
382456,1.0,0.999963,0.999962
420891,1.0,0.999952,0.999952
5611,1.0,0.110396,0.110396
636375,1.0,0.169155,0.169155
207535,1.0,0.739075,0.739075
67720,1.0,0.946634,0.946634
317751,0.441364,0.0390292,0.00409056
398784,0.441364,0.355662,0.201949
135677,0.441364,0.999953,0.441317
436515,0.441364,0.999959,0.441323
1512,0.441364,0.441358,0.441224
152684,0.441364,0.946641,0.404456
80362,0.441364,0.11079,0.0075746
461138,0.441364,0.999954,0.441318
115205,0.441364,0.04837,0.018544
290046,0.441364,0.999963,0.441326
328481,0.441364,0.999952,0.441316
86799,0.441364,0.110396,0.00753268
543965,0.441364,0.169155,0.0861861
115125,0.441364,0.739075,0.267896
160130,0.441364,0.946634,0.404472
81033,0.0390292,0.355662,0.000181958
182074,0.0390292,0.999953,0.0390292
118764,0.0390292,0.999959,0.0390292
319263,0.0390292,0.441358,0.00409596
470435,0.0390292,0.946641,0.0390289
398113,0.0390292,0.11079,0.000590228
143387,0.0390292,0.999954,0.0390292
202546,0.0390292,0.04837,1.61498e-07
27705,0.0390292,0.999963,0.0390292
10730,0.0390292,0.999952,0.0390292
404550,0.0390292,0.110396,0.000337354
226214,0.0390292,0.169155,1.52498e-06
202626,0.0390292,0.739075,0.0390281
477881,0.0390292,0.946634,0.0390289
263107,0.355662,0.999953,0.355615
37731,0.355662,0.999959,0.355621
400296,0.355662,0.441358,0.201929
551468,0.355662,0.946641,0.304472
479146,0.355662,0.11079,0.0516326
62354,0.355662,0.999954,0.355616
283579,0.355662,0.04837,0.0466594
108738,0.355662,0.999963,0.355624
70303,0.355662,0.999952,0.355615
485583,0.355662,0.110396,0.0516191
145181,0.355662,0.169155,0.168951
283659,0.355662,0.739075,0.0956908
558914,0.355662,0.946634,0.304469
300838,0.999953,0.999959,0.999953
137189,0.999953,0.441358,0.441311
288361,0.999953,0.946641,0.946594
216039,0.999953,0.11079,0.110789
325461,0.999953,0.999954,0.999953
20472,0.999953,0.04837,0.04837
154369,0.999953,0.999963,0.999953
192804,0.999953,0.999952,0.999951
222476,0.999953,0.110396,0.110395
408288,0.999953,0.169155,0.169155
20552,0.999953,0.739075,0.739028
295807,0.999953,0.946634,0.946588
438027,0.999959,0.441358,0.441317
589199,0.999959,0.946641,0.9466
516877,0.999959,0.11079,0.110789
24623,0.999959,0.999954,0.999953
321310,0.999959,0.04837,0.04837
146469,0.999959,0.999963,0.999953
108034,0.999959,0.999952,0.999951
523314,0.999959,0.110396,0.110395
107450,0.999959,0.169155,0.169155
321390,0.999959,0.739075,0.739034
596645,0.999959,0.946634,0.946594
151172,0.441358,0.946641,0.404451
78850,0.441358,0.11079,0.00757533
462650,0.441358,0.999954,0.441313
116717,0.441358,0.04837,0.018544
291558,0.441358,0.999963,0.441321
329993,0.441358,0.999952,0.441311
85287,0.441358,0.110396,0.00753341
545477,0.441358,0.169155,0.0861707
116637,0.441358,0.739075,0.26791
158618,0.441358,0.946634,0.404466
72322,0.946641,0.11079,0.0924565
613822,0.946641,0.999954,0.946596
267889,0.946641,0.04837,0.027276
442730,0.946641,0.999963,0.946604
481165,0.946641,0.999952,0.946594
65885,0.946641,0.110396,0.0920616
696649,0.946641,0.169155,0.168092
267809,0.946641,0.739075,0.704499
7446,0.946641,0.946634,0.946562
541500,0.11079,0.999954,0.110789
195567,0.11079,0.04837,0.00880207
370408,0.11079,0.999963,0.110789
408843,0.11079,0.999952,0.110789
6437,0.11079,0.110396,0.110247
624327,0.11079,0.169155,0.0034207
195487,0.11079,0.739075,0.0812871
79768,0.11079,0.946634,0.0924509
345933,0.999954,0.04837,0.04837
171092,0.999954,0.999963,0.999953
132657,0.999954,0.999952,0.999951
547937,0.999954,0.110396,0.110395
82827,0.999954,0.169155,0.169155
346013,0.999954,0.739075,0.73903
621268,0.999954,0.946634,0.946589
174841,0.04837,0.999963,0.04837
213276,0.04837,0.999952,0.04837
202004,0.04837,0.110396,0.00880307
428760,0.04837,0.169155,0.0172262
80,0.04837,0.739075,0.0483658
275335,0.04837,0.946634,0.027266
38435,0.999963,0.999952,0.999951
376845,0.999963,0.110396,0.110395
253919,0.999963,0.169155,0.169155
174921,0.999963,0.739075,0.739038
450176,0.999963,0.946634,0.946597
415280,0.999952,0.110396,0.110395
215484,0.999952,0.169155,0.169155
213356,0.999952,0.739075,0.739027
488611,0.999952,0.946634,0.946587
630764,0.110396,0.169155,0.00342351
201924,0.110396,0.739075,0.0809076
73331,0.110396,0.946634,0.092056
428840,0.169155,0.739075,0.031737
704095,0.169155,0.946634,0.16809
275255,0.739075,0.946634,0.704489
532409,0.0168435,0.485805,0.00273404
793170,0.0168435,0.0140808,0.000194585
212743,0.0168435,0.0330461,7.01971e-05
815119,0.0168435,1.0,0.0168435
249917,0.0168435,0.999996,0.0168435
547569,0.0168435,0.405936,0.00117465
163084,0.0168435,0.541006,0.00640113
34687,0.0168435,0.963825,0.00596001
58272,0.0168435,1.0,0.0168435
213915,0.0168435,0.558477,0.0139183
681750,0.0168435,0.0201785,0.00031263
169411,0.0168435,0.513421,0.00539102
214425,0.0168435,0.500654,0.0014543
757710,0.0168435,0.0274991,0.0124594
778785,0.0168435,0.964258,0.00494679
71743,0.0168435,0.0147604,7.20415e-05
260761,0.485805,0.0140808,9.9731e-05
319666,0.485805,0.0330461,0.0103978
282710,0.485805,1.0,0.485805
282492,0.485805,0.999996,0.485805
15160,0.485805,0.405936,0.000274076
369325,0.485805,0.541006,0.481725
497722,0.485805,0.963825,0.485793
590681,0.485805,1.0,0.485805
318494,0.485805,0.558477,0.0592323
149341,0.485805,0.0201785,0.000130481
362998,0.485805,0.513421,0.481713
317984,0.485805,0.500654,0.0418544
225301,0.485805,0.0274991,0.00232165
246376,0.485805,0.964258,0.485791
460666,0.485805,0.0147604,3.83635e-05
580427,0.0140808,0.0330461,0.00122051
21949,0.0140808,1.0,0.0140808
543253,0.0140808,0.999996,0.0140808
245601,0.0140808,0.405936,8.02935e-05
630086,0.0140808,0.541006,0.0139967
758483,0.0140808,0.963825,0.000397718
851442,0.0140808,1.0,0.0140808
579255,0.0140808,0.558477,0.00526861
111420,0.0140808,0.0201785,0.0138989
623759,0.0140808,0.513421,0.000100739
